NV	10332	04/13/98	Portland	8740	30140	3
WA	10753	04/17/98	Portland	13170	23290	3
WA	10953	04/19/98	Portland	8780	27450	3
OR	11341	04/23/98	Portland	12380	24550	3
ID	11616	04/26/98	Portland	11600	29550	3
AK	12302	05/03/98	Portland	11210	25020	3
NV	12732	05/07/98	Portland	8670	21600	3
CA	12706	05/07/98	Portland	8090	20740	3
OR	13441	05/14/98	Portland	10370	27750	3
CA	14106	05/22/98	Portland	8970	29170	3
NV	14832	05/28/98	Portland	10630	30720	3
AK	14802	05/28/98	Portland	10160	22560	3
NV	14832	05/28/98	Portland	10590	29690	3
CA	14806	05/28/98	Portland	9270	27300	3
CA	14806	05/29/98	Portland	11480	28500	3
CA	15006	05/31/98	Portland	11250	22580	3
HI	15515	06/05/98	Portland	6890	22140	3
NV	15832	06/07/98	Portland	10460	26960	3
AK	16602	06/15/98	Portland	11670	31900	3
HI	17215	06/21/98	Portland	9570	24410	3
HI	18315	07/02/98	Portland	7920	27400	3
HI	18415	07/04/98	Portland	7620	16970	3
NV	18632	07/05/98	Portland	14310	24480	3
CA	18606	07/06/98	Portland	10640	29310	3
CA	19006	07/09/98	Portland	12250	28670	3
CA	20006	07/19/98	Portland	7850	27790	3
NV	20132	07/20/98	Portland	13270	30920	3
AK	21102	07/30/98	Portland	10400	26300	3
NV	21132	07/30/98	Portland	11600	28180	3
NV	21132	07/31/98	Portland	6990	27450	3
NV	21132	07/31/98	Portland	7240	32750	3
NV	21832	08/07/98	Portland	10680	24390	3
CA	22706	08/16/98	Portland	11730	31060	3
CA	23906	08/28/98	Portland	9370	30080	3
CA	24106	08/29/98	Portland	7130	27610	3
NV	24832	09/05/98	Portland	9760	27430	3
CA	25306	09/10/98	Portland	12030	27930	3
CA	25306	09/10/98	Portland	9880	22430	3
OR	25641	09/14/98	Portland	11870	31050	3
ID	26016	09/17/98	Portland	6300	23650	3
ID	26716	09/24/98	Portland	10450	22990	3
CA	26806	09/25/98	Portland	11620	26350	3
CA	26706	09/25/98	Portland	8730	24060	3
HI	26915	09/27/98	Portland	6380	26590	3
NV	27632	10/04/98	Portland	9120	25920	3
AK	28102	10/08/98	Portland	12810	29510	3
OR	28141	10/09/98	Portland	14430	27160	3
AK	28802	10/16/98	Portland	8880	28210	3
CA	29506	10/22/98	Portland	9400	27640	3
CA	29806	10/25/98	Portland	9280	27670	3
CA	30306	10/31/98	Portland	8470	30520	3
NV	30932	11/05/98	Portland	11040	23420	3
NV	31332	11/10/98	Portland	10020	23550	3
AK	33302	11/29/98	Portland	12330	30630	3
CA	33706	12/03/98	Portland	12690	29020	3
NV	33732	12/04/98	Portland	12380	30220	3
AK	33802	12/04/98	Portland	9200	24360	3
NV	36532	12/31/98	Portland	7660	29710	3
FL	02512	01/25/98	Raleigh	10820	28800	3
AL	03601	02/05/98	Raleigh	5960	27910	3
GA	05113	02/20/98	Raleigh	10450	24940	3
NC	05737	02/26/98	Raleigh	7910	20770	3
NC	05937	02/28/98	Raleigh	6380	32260	3
FL	06512	03/07/98	Raleigh	8200	29110	3
SC	07445	03/15/98	Raleigh	8550	26010	3
TN	07447	03/15/98	Raleigh	6040	24920	3
FL	07812	03/19/98	Raleigh	10730	26120	3
NC	07837	03/20/98	Raleigh	10610	26940	3
NC	08037	03/22/98	Raleigh	8600	26150	3
SC	08145	03/22/98	Raleigh	10520	26220	3
FL	08212	03/23/98	Raleigh	9570	27610	3
GA	08213	03/23/98	Raleigh	10170	31120	3
GA	08813	03/29/98	Raleigh	12870	34080	3
GA	08913	03/30/98	Raleigh	9160	23660	3
FL	09512	04/05/98	Raleigh	9380	28730	3
MS	09928	04/09/98	Raleigh	13240	26070	3
GA	09913	04/09/98	Raleigh	7990	29440	3
NC	09937	04/09/98	Raleigh	9360	32150	3
GA	09913	04/10/98	Raleigh	6740	32730	3
NC	10037	04/10/98	Raleigh	9780	26310	3
FL	10112	04/11/98	Raleigh	7000	31480	3
GA	11013	04/21/98	Raleigh	8500	29930	3
AL	11401	04/25/98	Raleigh	7750	24420	3
NC	12837	05/09/98	Raleigh	7520	31410	3
AL	13001	05/10/98	Raleigh	10980	31280	3
NC	13437	05/14/98	Raleigh	7280	26080	3
GA	13413	05/14/98	Raleigh	12080	26500	3
NC	13737	05/18/98	Raleigh	12580	25510	3
AL	14401	05/25/98	Raleigh	11570	28600	3
TN	14847	05/28/98	Raleigh	10220	30400	3
FL	14912	05/29/98	Raleigh	7030	28570	3
MS	14828	05/29/98	Raleigh	8850	28050	3
TN	14947	05/29/98	Raleigh	11440	27210	3
TN	16247	06/12/98	Raleigh	11680	27680	3
GA	16913	06/18/98	Raleigh	10130	26220	3
GA	17613	06/26/98	Raleigh	9510	30480	3
MS	17828	06/27/98	Raleigh	7940	25490	3
TN	17747	06/27/98	Raleigh	11130	26200	3
TN	18047	06/30/98	Raleigh	6740	31270	3
SC	18445	07/04/98	Raleigh	12430	21040	3
GA	18413	07/04/98	Raleigh	6760	30340	3
AL	18501	07/05/98	Raleigh	12550	24570	3
NC	18637	07/06/98	Raleigh	11140	28710	3
FL	19212	07/11/98	Raleigh	7190	22690	3
GA	20413	07/24/98	Raleigh	12990	29240	3
FL	20412	07/24/98	Raleigh	8900	32800	3
FL	21412	08/03/98	Raleigh	12040	23380	3
TN	22247	08/11/98	Raleigh	9710	28050	3
FL	22512	08/13/98	Raleigh	13280	28020	3
FL	24112	08/29/98	Raleigh	8550	29220	3
FL	24612	09/03/98	Raleigh	11550	24600	3
TN	24947	09/07/98	Raleigh	8780	25700	3
TN	25647	09/13/98	Raleigh	9600	25150	3
MS	25628	09/14/98	Raleigh	10720	29910	3
MS	26028	09/18/98	Raleigh	12330	27340	3
TN	26747	09/24/98	Raleigh	13610	29330	3
FL	26712	09/25/98	Raleigh	9350	27020	3
FL	26712	09/25/98	Raleigh	9330	19280	3
MS	26928	09/26/98	Raleigh	6580	27450	3
GA	27413	10/01/98	Raleigh	5920	28750	3
NC	27737	10/05/98	Raleigh	11500	27670	3
MS	27828	10/06/98	Raleigh	11130	26430	3
FL	28212	10/09/98	Raleigh	8920	24100	3
GA	28813	10/16/98	Raleigh	12320	24370	3
SC	28945	10/16/98	Raleigh	13050	29570	3
TN	29147	10/18/98	Raleigh	10690	22770	3
SC	29545	10/22/98	Raleigh	10260	23790	3
SC	29845	10/26/98	Raleigh	11090	26670	3
AL	29801	10/26/98	Raleigh	14850	27870	3
TN	30247	10/30/98	Raleigh	12630	25860	3
AL	30501	11/01/98	Raleigh	8070	27080	3
MS	30528	11/02/98	Raleigh	10510	30200	3
TN	31947	11/16/98	Raleigh	8680	24240	3
FL	32312	11/19/98	Raleigh	12280	25200	3
FL	33912	12/06/98	Raleigh	8620	24880	3
IN	02618	01/26/98	Rockford	10760	24630	3
IN	02918	01/29/98	Rockford	9960	31910	3
KY	03221	02/01/98	Rockford	9450	27230	3
OH	04039	02/10/98	Rockford	11590	26260	3
IN	04318	02/13/98	Rockford	11700	27890	3
KY	04521	02/14/98	Rockford	13350	25780	3
MN	04427	02/14/98	Rockford	10790	28160	3
IN	05718	02/26/98	Rockford	12730	27310	3
KY	06021	03/01/98	Rockford	12470	23310	3
IN	07818	03/19/98	Rockford	12570	25500	3
IN	07818	03/19/98	Rockford	12630	23800	3
IN	07818	03/20/98	Rockford	12130	30610	3
KY	08521	03/26/98	Rockford	11060	21820	3
IN	08518	03/26/98	Rockford	12360	27710	3
IN	08518	03/27/98	Rockford	6170	30340	3
IL	08917	03/31/98	Rockford	5910	20960	3
IN	09218	04/03/98	Rockford	10570	27300	3
IL	09617	04/06/98	Rockford	12150	23300	3
MN	09927	04/10/98	Rockford	9230	28480	3
MN	10227	04/12/98	Rockford	7750	25980	3
KY	10221	04/13/98	Rockford	10660	26560	3
IN	10618	04/17/98	Rockford	9440	28100	3
KY	11521	04/26/98	Rockford	9490	26400	3
KY	11721	04/27/98	Rockford	10650	29710	3
WI	12255	05/03/98	Rockford	10380	29640	3
IN	12718	05/07/98	Rockford	7270	20980	3
IN	12818	05/09/98	Rockford	11020	29260	3
OH	12939	05/10/98	Rockford	12730	27740	3
OH	13139	05/11/98	Rockford	13960	29840	3
KY	13421	05/15/98	Rockford	5180	29540	3
IL	14417	05/24/98	Rockford	10760	29030	3
MI	14826	05/29/98	Rockford	10810	26810	3
MI	15626	06/05/98	Rockford	12940	25690	3
IN	16218	06/11/98	Rockford	11350	30000	3
IL	16217	06/12/98	Rockford	11100	29390	3
IL	16917	06/19/98	Rockford	10620	26650	3
IN	17118	06/20/98	Rockford	9920	32530	3
IL	18017	06/29/98	Rockford	7330	22100	3
KY	18421	07/04/98	Rockford	10970	26480	3
IL	18717	07/06/98	Rockford	8650	27930	3
IN	19018	07/09/98	Rockford	9950	31650	3
IN	19818	07/17/98	Rockford	9050	27460	3
WI	21155	07/30/98	Rockford	13870	26710	3
MN	21227	08/01/98	Rockford	12370	26930	3
MN	21327	08/02/98	Rockford	9150	25500	3
IN	21818	08/07/98	Rockford	10270	27820	3
KY	22021	08/08/98	Rockford	11400	26450	3
OH	22239	08/10/98	Rockford	7930	29660	3
MI	22226	08/11/98	Rockford	10790	28020	3
MN	22727	08/16/98	Rockford	10150	29390	3
IL	23217	08/21/98	Rockford	10040	25610	3
IN	24618	09/03/98	Rockford	9670	30380	3
IL	24717	09/05/98	Rockford	9800	23920	3
MN	24727	09/05/98	Rockford	8290	26520	3
KY	25021	09/07/98	Rockford	9150	28030	3
IN	25518	09/12/98	Rockford	13920	29740	3
WI	25455	09/12/98	Rockford	10450	28700	3
WI	26155	09/18/98	Rockford	10060	29150	3
IN	26218	09/19/98	Rockford	11640	23840	3
IN	26218	09/20/98	Rockford	9570	26240	3
IN	26718	09/24/98	Rockford	11390	28640	3
IN	26718	09/25/98	Rockford	14480	29540	3
KY	26721	09/25/98	Rockford	10580	23170	3
IN	26818	09/26/98	Rockford	13690	32330	3
IN	27418	10/02/98	Rockford	11290	27230	3
MN	27527	10/03/98	Rockford	13800	26800	3
IN	27618	10/03/98	Rockford	8180	27250	3
IL	28217	10/09/98	Rockford	8750	23330	3
MN	28527	10/12/98	Rockford	6200	22300	3
IL	28517	10/12/98	Rockford	11230	25440	3
WI	28555	10/12/98	Rockford	9360	22970	3
KY	28521	10/12/98	Rockford	11460	24170	3
KY	28821	10/15/98	Rockford	12400	31300	3
KY	29621	10/23/98	Rockford	10250	25200	3
IL	30217	10/29/98	Rockford	11520	23950	3
KY	30221	10/29/98	Rockford	9930	24490	3
MI	30226	10/29/98	Rockford	10190	26090	3
IN	30218	10/29/98	Rockford	8340	20950	3
KY	30621	11/02/98	Rockford	12450	26270	3
IN	31618	11/13/98	Rockford	11420	31930	3
KY	31821	11/15/98	Rockford	14810	25620	3
IN	32318	11/19/98	Rockford	6400	25770	3
IN	33018	11/26/98	Rockford	9630	25040	3
IN	36518	12/31/98	Rockford	8820	30890	3
AR	05005	02/20/98	Beaumont	37820	40660	2
AR	07505	03/17/98	Beaumont	43210	33040	2
LA	09422	04/05/98	Beaumont	31250	42910	2
OK	11340	04/24/98	Beaumont	27340	36490	2
LA	12022	05/01/98	Beaumont	27540	39970	2
LA	12922	05/09/98	Beaumont	20220	44450	2
LA	14122	05/21/98	Beaumont	28600	46010	2
OK	14140	05/21/98	Beaumont	34940	39630	2
TX	14948	05/29/98	Beaumont	46030	32150	2
LA	17622	06/25/98	Beaumont	33500	39930	2
LA	20422	07/24/98	Beaumont	32340	45640	2
TX	26048	09/17/98	Beaumont	36460	29600	2
LA	26722	09/24/98	Beaumont	25440	38890	2
LA	27522	10/03/98	Beaumont	42820	40000	2
LA	28822	10/15/98	Beaumont	60060	41880	2
OK	30240	10/30/98	Beaumont	53740	38270	2
AR	30405	11/01/98	Beaumont	25410	40970	2
LA	32622	11/23/98	Beaumont	48280	44620	2
TX	33048	11/26/98	Beaumont	37100	39210	2
NJ	03834	02/07/98	Boston	43400	43700	2
DE	05010	02/19/98	Boston	35020	47620	2
ME	05023	02/20/98	Boston	32170	39870	2
VA	06451	03/06/98	Boston	32980	39190	2
CT	07109	03/12/98	Boston	37690	44870	2
NH	07433	03/15/98	Boston	36330	44490	2
ME	08123	03/22/98	Boston	45610	42210	2
MA	08125	03/23/98	Boston	31410	39910	2
RI	09444	04/05/98	Boston	23550	42000	2
MA	09525	04/05/98	Boston	37560	41120	2
NY	09936	04/10/98	Boston	35890	43110	2
RI	10644	04/17/98	Boston	31170	42050	2
VT	11050	04/21/98	Boston	54770	38580	2
MA	11025	04/21/98	Boston	36550	46200	2
WV	11354	04/24/98	Boston	31660	38360	2
DE	11610	04/26/98	Boston	46260	41910	2
MD	12724	05/08/98	Boston	45510	35710	2
CT	14109	05/21/98	Boston	21080	36390	2
NY	14136	05/22/98	Boston	36050	40640	2
MD	14824	05/28/98	Boston	37190	40800	2
RI	15044	05/30/98	Boston	38580	34270	2
ME	17123	06/20/98	Boston	30270	38510	2
VT	19050	07/09/98	Boston	32560	35830	2
CT	19009	07/09/98	Boston	23940	41480	2
NY	20436	07/23/98	Boston	22210	34580	2
PA	21242	08/01/98	Boston	38830	40680	2
DE	21510	08/03/98	Boston	35150	41110	2
NJ	21834	08/06/98	Boston	26980	43320	2
NY	21836	08/06/98	Boston	44860	37620	2
VA	21951	08/07/98	Boston	44070	33890	2
CT	22809	08/17/98	Boston	18680	31950	2
RI	23244	08/21/98	Boston	35250	29030	2
ME	23423	08/22/98	Boston	32080	40370	2
ME	24123	08/30/98	Boston	37830	37770	2
NY	25336	09/10/98	Boston	30820	38370	2
VA	25351	09/11/98	Boston	48150	33370	2
NY	25736	09/15/98	Boston	33890	39840	2
WV	26054	09/18/98	Boston	41290	39020	2
MD	26024	09/18/98	Boston	10930	38980	2
MD	27124	09/28/98	Boston	29770	44710	2
MD	27724	10/04/98	Boston	46240	37570	2
NH	27733	10/05/98	Boston	57440	40770	2
MA	27825	10/06/98	Boston	42810	35620	2
NY	28136	10/08/98	Boston	38570	41610	2
ME	28223	10/10/98	Boston	37790	36060	2
VT	28450	10/11/98	Boston	33970	45840	2
ME	29523	10/22/98	Boston	31430	48810	2
ME	29523	10/23/98	Boston	35100	37750	2
ME	30523	11/01/98	Boston	34490	44240	2
NY	30936	11/05/98	Boston	35080	36760	2
DE	31310	11/09/98	Boston	43130	39140	2
NJ	31634	11/12/98	Boston	42610	44210	2
MD	31624	11/12/98	Boston	30110	33920	2
VA	31651	11/12/98	Boston	37110	42240	2
WV	34754	12/13/98	Boston	38550	37880	2
ME	35823	12/25/98	Boston	35340	35680	2
CO	02908	01/29/98	Cheyenne	16260	43610	2
MT	03230	02/02/98	Cheyenne	30070	39980	2
IA	03619	02/06/98	Cheyenne	39100	38790	2
IA	04519	02/15/98	Cheyenne	31040	43330	2
CO	06008	03/01/98	Cheyenne	27900	38400	2
CO	06508	03/07/98	Cheyenne	27250	46490	2
MO	10229	04/12/98	Cheyenne	45890	42740	2
SD	10646	04/17/98	Cheyenne	34100	47660	2
MO	11529	04/25/98	Cheyenne	38500	36590	2
UT	12749	05/08/98	Cheyenne	21360	36450	2
MT	13030	05/11/98	Cheyenne	38920	28250	2
MT	13430	05/14/98	Cheyenne	23680	40330	2
IA	14819	05/28/98	Cheyenne	40560	43000	2
CO	14808	05/29/98	Cheyenne	25710	38060	2
CO	16208	06/11/98	Cheyenne	41960	52270	2
IA	19719	07/16/98	Cheyenne	26200	44590	2
MT	20730	07/26/98	Cheyenne	36410	34230	2
IA	23219	08/21/98	Cheyenne	27540	37610	2
CO	23908	08/28/98	Cheyenne	43840	54850	2
MT	26130	09/18/98	Cheyenne	39420	41720	2
